manifest_id,filename,relative_path,category,subcategory,k8s_kind,api_version,source_type,source_reference,violation_type,expected_result,description
M083,m083_resource_missing_memory_limit_13.yaml,resource/m083_resource_missing_memory_limit_13.yaml,resource_limits,missing_memory_limit,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_memory_limit,fail,Container missing memory limit
M084,m084_resource_missing_requests_14.yaml,resource/m084_resource_missing_requests_14.yaml,resource_limits,missing_requests,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_requests,fail,Container missing resource requests
M085,m085_resource_none_15.yaml,resource/m085_resource_none_15.yaml,resource_limits,none,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,none,fail,Container has no resource constraints
M086,m086_resource_excessive_16.yaml,resource/m086_resource_excessive_16.yaml,resource_limits,excessive,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,excessive,fail,Resource values are excessive or outside expected range
M087,m087_resource_missing_cpu_17.yaml,resource/m087_resource_missing_cpu_17.yaml,resource_limits,missing_cpu,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_cpu,fail,Container missing CPU limit
M088,m088_resource_zero_18.yaml,resource/m088_resource_zero_18.yaml,resource_limits,zero,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,zero,fail,Resource request or limit is zero or invalid
M089,m089_resource_missing_memory_limit_19.yaml,resource/m089_resource_missing_memory_limit_19.yaml,resource_limits,missing_memory_limit,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_memory_limit,fail,Container missing memory limit
M090,m090_resource_missing_requests_20.yaml,resource/m090_resource_missing_requests_20.yaml,resource_limits,missing_requests,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_requests,fail,Container missing resource requests
M091,m091_resource_none_21.yaml,resource/m091_resource_none_21.yaml,resource_limits,none,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,none,fail,Container has no resource constraints
M092,m092_resource_excessive_22.yaml,resource/m092_resource_excessive_22.yaml,resource_limits,excessive,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,excessive,fail,Resource values are excessive or outside expected range
M093,m093_resource_missing_cpu_23.yaml,resource/m093_resource_missing_cpu_23.yaml,resource_limits,missing_cpu,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_cpu,fail,Container missing CPU limit
M094,m094_resource_zero_24.yaml,resource/m094_resource_zero_24.yaml,resource_limits,zero,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,zero,fail,Resource request or limit is zero or invalid
M095,m095_resource_missing_memory_limit_25.yaml,resource/m095_resource_missing_memory_limit_25.yaml,resource_limits,missing_memory_limit,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_memory_limit,fail,Container missing memory limit
M096,m096_resource_missing_requests_26.yaml,resource/m096_resource_missing_requests_26.yaml,resource_limits,missing_requests,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_requests,fail,Container missing resource requests
M097,m097_resource_none_27.yaml,resource/m097_resource_none_27.yaml,resource_limits,none,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,none,fail,Container has no resource constraints
M098,m098_resource_excessive_28.yaml,resource/m098_resource_excessive_28.yaml,resource_limits,excessive,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,excessive,fail,Resource values are excessive or outside expected range
M099,m099_resource_missing_cpu_29.yaml,resource/m099_resource_missing_cpu_29.yaml,resource_limits,missing_cpu,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,missing_cpu,fail,Container missing CPU limit
M100,m100_resource_zero_30.yaml,resource/m100_resource_zero_30.yaml,resource_limits,zero,Deployment,apps/v1,synthetic_from_public_patterns,Kubernetes resource governance best practices,zero,fail,Resource request or limit is zero or invalid
M101,m101_net_allow_all_ingress_1.yaml,networking/m101_net_allow_all_ingress_1.yaml,networking,allow_all_ingress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_ingress,fail,NetworkPolicy allows all ingress traffic
M102,m102_net_allow_all_egress_2.yaml,networking/m102_net_allow_all_egress_2.yaml,networking,allow_all_egress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_egress,fail,NetworkPolicy allows all egress traffic
M103,m103_net_public_ingress_3.yaml,networking/m103_net_public_ingress_3.yaml,networking,public_ingress,Ingress,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,public_ingress,fail,Ingress exposes service publicly or too broadly
M104,m104_net_wildcard_cidr_4.yaml,networking/m104_net_wildcard_cidr_4.yaml,networking,wildcard_cidr,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,wildcard_cidr,fail,Network rule uses wildcard CIDR range
M105,m105_net_nodeport_5.yaml,networking/m105_net_nodeport_5.yaml,networking,nodeport,Service,v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,nodeport,fail,Service exposes NodePort access
M106,m106_net_ambiguous_policy_6.yaml,networking/m106_net_ambiguous_policy_6.yaml,networking,ambiguous_policy,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,ambiguous_policy,fail,NetworkPolicy is ambiguous or insufficiently restrictive
M107,m107_net_allow_all_ingress_7.yaml,networking/m107_net_allow_all_ingress_7.yaml,networking,allow_all_ingress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_ingress,fail,NetworkPolicy allows all ingress traffic
M108,m108_net_allow_all_egress_8.yaml,networking/m108_net_allow_all_egress_8.yaml,networking,allow_all_egress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_egress,fail,NetworkPolicy allows all egress traffic
M109,m109_net_public_ingress_9.yaml,networking/m109_net_public_ingress_9.yaml,networking,public_ingress,Ingress,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,public_ingress,fail,Ingress exposes service publicly or too broadly
M110,m110_net_wildcard_cidr_10.yaml,networking/m110_net_wildcard_cidr_10.yaml,networking,wildcard_cidr,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,wildcard_cidr,fail,Network rule uses wildcard CIDR range
M111,m111_net_nodeport_11.yaml,networking/m111_net_nodeport_11.yaml,networking,nodeport,Service,v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,nodeport,fail,Service exposes NodePort access
M112,m112_net_ambiguous_policy_12.yaml,networking/m112_net_ambiguous_policy_12.yaml,networking,ambiguous_policy,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,ambiguous_policy,fail,NetworkPolicy is ambiguous or insufficiently restrictive
M113,m113_net_allow_all_ingress_13.yaml,networking/m113_net_allow_all_ingress_13.yaml,networking,allow_all_ingress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_ingress,fail,NetworkPolicy allows all ingress traffic
M114,m114_net_allow_all_egress_14.yaml,networking/m114_net_allow_all_egress_14.yaml,networking,allow_all_egress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_egress,fail,NetworkPolicy allows all egress traffic
M115,m115_net_public_ingress_15.yaml,networking/m115_net_public_ingress_15.yaml,networking,public_ingress,Ingress,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,public_ingress,fail,Ingress exposes service publicly or too broadly
M116,m116_net_wildcard_cidr_16.yaml,networking/m116_net_wildcard_cidr_16.yaml,networking,wildcard_cidr,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,wildcard_cidr,fail,Network rule uses wildcard CIDR range
M117,m117_net_nodeport_17.yaml,networking/m117_net_nodeport_17.yaml,networking,nodeport,Service,v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,nodeport,fail,Service exposes NodePort access
M118,m118_net_ambiguous_policy_18.yaml,networking/m118_net_ambiguous_policy_18.yaml,networking,ambiguous_policy,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,ambiguous_policy,fail,NetworkPolicy is ambiguous or insufficiently restrictive
M119,m119_net_allow_all_ingress_19.yaml,networking/m119_net_allow_all_ingress_19.yaml,networking,allow_all_ingress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_ingress,fail,NetworkPolicy allows all ingress traffic
M120,m120_net_allow_all_egress_20.yaml,networking/m120_net_allow_all_egress_20.yaml,networking,allow_all_egress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_egress,fail,NetworkPolicy allows all egress traffic
M121,m121_net_public_ingress_21.yaml,networking/m121_net_public_ingress_21.yaml,networking,public_ingress,Ingress,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,public_ingress,fail,Ingress exposes service publicly or too broadly
M122,m122_net_wildcard_cidr_22.yaml,networking/m122_net_wildcard_cidr_22.yaml,networking,wildcard_cidr,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,wildcard_cidr,fail,Network rule uses wildcard CIDR range
M123,m123_net_nodeport_23.yaml,networking/m123_net_nodeport_23.yaml,networking,nodeport,Service,v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,nodeport,fail,Service exposes NodePort access
M124,m124_net_ambiguous_policy_24.yaml,networking/m124_net_ambiguous_policy_24.yaml,networking,ambiguous_policy,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,ambiguous_policy,fail,NetworkPolicy is ambiguous or insufficiently restrictive
M125,m125_net_allow_all_ingress_25.yaml,networking/m125_net_allow_all_ingress_25.yaml,networking,allow_all_ingress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_ingress,fail,NetworkPolicy allows all ingress traffic
M126,m126_net_allow_all_egress_26.yaml,networking/m126_net_allow_all_egress_26.yaml,networking,allow_all_egress,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,allow_all_egress,fail,NetworkPolicy allows all egress traffic
M127,m127_net_public_ingress_27.yaml,networking/m127_net_public_ingress_27.yaml,networking,public_ingress,Ingress,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,public_ingress,fail,Ingress exposes service publicly or too broadly
M128,m128_net_wildcard_cidr_28.yaml,networking/m128_net_wildcard_cidr_28.yaml,networking,wildcard_cidr,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,wildcard_cidr,fail,Network rule uses wildcard CIDR range
M129,m129_net_nodeport_29.yaml,networking/m129_net_nodeport_29.yaml,networking,nodeport,Service,v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,nodeport,fail,Service exposes NodePort access
M130,m130_net_ambiguous_policy_30.yaml,networking/m130_net_ambiguous_policy_30.yaml,networking,ambiguous_policy,NetworkPolicy,networking.k8s.io/v1,synthetic_from_public_patterns,Kubernetes service exposure and NetworkPolicy anti-patterns,ambiguous_policy,fail,NetworkPolicy is ambiguous or insufficiently restrictive
M131,m131_deprecated_deployment_1.yaml,api-deprecation/m131_deprecated_deployment_1.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M132,m132_deprecated_ingress_2.yaml,api-deprecation/m132_deprecated_ingress_2.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M133,m133_deprecated_cronjob_3.yaml,api-deprecation/m133_deprecated_cronjob_3.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M134,m134_deprecated_podsecuritypolicy_4.yaml,api-deprecation/m134_deprecated_podsecuritypolicy_4.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M135,m135_deprecated_clusterrole_5.yaml,api-deprecation/m135_deprecated_clusterrole_5.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
M136,m136_deprecated_deployment_6.yaml,api-deprecation/m136_deprecated_deployment_6.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M137,m137_deprecated_ingress_7.yaml,api-deprecation/m137_deprecated_ingress_7.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M138,m138_deprecated_cronjob_8.yaml,api-deprecation/m138_deprecated_cronjob_8.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M139,m139_deprecated_podsecuritypolicy_9.yaml,api-deprecation/m139_deprecated_podsecuritypolicy_9.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M140,m140_deprecated_clusterrole_10.yaml,api-deprecation/m140_deprecated_clusterrole_10.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
M141,m141_deprecated_deployment_11.yaml,api-deprecation/m141_deprecated_deployment_11.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M142,m142_deprecated_ingress_12.yaml,api-deprecation/m142_deprecated_ingress_12.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M143,m143_deprecated_cronjob_13.yaml,api-deprecation/m143_deprecated_cronjob_13.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M144,m144_deprecated_podsecuritypolicy_14.yaml,api-deprecation/m144_deprecated_podsecuritypolicy_14.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M145,m145_deprecated_clusterrole_15.yaml,api-deprecation/m145_deprecated_clusterrole_15.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
M146,m146_deprecated_deployment_16.yaml,api-deprecation/m146_deprecated_deployment_16.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M147,m147_deprecated_ingress_17.yaml,api-deprecation/m147_deprecated_ingress_17.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M148,m148_deprecated_cronjob_18.yaml,api-deprecation/m148_deprecated_cronjob_18.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M149,m149_deprecated_podsecuritypolicy_19.yaml,api-deprecation/m149_deprecated_podsecuritypolicy_19.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M150,m150_deprecated_clusterrole_20.yaml,api-deprecation/m150_deprecated_clusterrole_20.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
M151,m151_deprecated_deployment_21.yaml,api-deprecation/m151_deprecated_deployment_21.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M152,m152_deprecated_ingress_22.yaml,api-deprecation/m152_deprecated_ingress_22.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M153,m153_deprecated_cronjob_23.yaml,api-deprecation/m153_deprecated_cronjob_23.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M154,m154_deprecated_podsecuritypolicy_24.yaml,api-deprecation/m154_deprecated_podsecuritypolicy_24.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M155,m155_deprecated_clusterrole_25.yaml,api-deprecation/m155_deprecated_clusterrole_25.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
M156,m156_deprecated_deployment_26.yaml,api-deprecation/m156_deprecated_deployment_26.yaml,deprecated_apis,deprecated_deployment,Deployment,extensions/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_deployment,fail,Deployment uses deprecated API version
M157,m157_deprecated_ingress_27.yaml,api-deprecation/m157_deprecated_ingress_27.yaml,deprecated_apis,deprecated_ingress,Ingress,networking.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_ingress,fail,Ingress uses deprecated API version
M158,m158_deprecated_cronjob_28.yaml,api-deprecation/m158_deprecated_cronjob_28.yaml,deprecated_apis,deprecated_cronjob,CronJob,batch/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_cronjob,fail,CronJob uses deprecated API version
M159,m159_deprecated_podsecuritypolicy_29.yaml,api-deprecation/m159_deprecated_podsecuritypolicy_29.yaml,deprecated_apis,deprecated_podsecuritypolicy,PodSecurityPolicy,policy/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_podsecuritypolicy,fail,PodSecurityPolicy uses deprecated or removed API version
M160,m160_deprecated_clusterrole_30.yaml,api-deprecation/m160_deprecated_clusterrole_30.yaml,deprecated_apis,deprecated_clusterrole,ClusterRole,rbac.authorization.k8s.io/v1beta1,synthetic_from_public_patterns,Kubernetes API deprecation/removal patterns,deprecated_clusterrole,fail,ClusterRole uses deprecated or unsupported API version
